# Experimental data interpolated onto lines near the trailing edge of the NACA 4412 case
# The lines were drawn by hand to be "visually" normal to the airfoil surface;
# however, whether it is normal or not does not matter because the CFD is compared along the same lines.
#
# In these lines, experimental data were interpolated via Tecplot software onto
# points starting approx d/c=.004 off the surface, and each point in the line separated by d/c=0.002
# (except at the last station, where the points start at d/c=.006 off the surface)
# Points were also added AT the surface, with u=v=uv=0
#
#  x and y are normalized by chord
#  u and v are each normalized by Uref
#  uv = u'v' is normalized by Uref^2
#    Uref is the reference velocity, located about 1 chord below and behind the airfoil
#    (from CFD tests, Uref is roughly 0.93*Uinf)
# 
# VARIABLES = "x","y","u","v","uv"
# ZONE T="x=.6753"
 6.753000021E-01 7.061254978E-02 0.000000000E+00 0.000000000E+00 0.000000000E+00
 6.759567857E-01 7.461255044E-02 3.766300082E-01 -3.263309970E-02 -4.801076837E-03
 6.762852073E-01 7.661254704E-02 4.497177601E-01 -4.193454981E-02 -5.804286338E-03
 6.766136289E-01 7.861255109E-02 5.290364027E-01 -4.912014678E-02 -6.435789634E-03
 6.769419909E-01 8.061254770E-02 6.116222739E-01 -5.543234572E-02 -6.822993979E-03
 6.772704124E-01 8.261255175E-02 6.947275996E-01 -6.078020111E-02 -7.014558651E-03
 6.775988340E-01 8.461254835E-02 7.794129252E-01 -6.561090797E-02 -6.971711293E-03
 6.779271960E-01 8.661255240E-02 8.637731671E-01 -7.025842369E-02 -6.684282329E-03
 6.782556176E-01 8.861254901E-02 9.457306266E-01 -7.522905618E-02 -6.185996812E-03
 6.785839796E-01 9.061254561E-02 1.023281574E+00 -7.897278666E-02 -5.280557089E-03
 6.789124012E-01 9.261254966E-02 1.095219851E+00 -8.141420782E-02 -4.228893202E-03
 6.792408228E-01 9.461254627E-02 1.150194645E+00 -8.326884359E-02 -3.101346781E-03
 6.795691848E-01 9.661255032E-02 1.191896200E+00 -8.425498754E-02 -2.130608307E-03
 6.798976064E-01 9.861254692E-02 1.219955206E+00 -8.388996124E-02 -1.357913134E-03
 6.802260280E-01 1.006125510E-01 1.235602975E+00 -8.263828605E-02 -7.938637864E-04
 6.805543900E-01 1.026125476E-01 1.243665457E+00 -8.130621910E-02 -4.584156268E-04
 6.808828115E-01 1.046125516E-01 1.247490883E+00 -7.935258746E-02 -2.817256027E-04
 6.812112331E-01 1.066125482E-01 1.249961734E+00 -7.761543989E-02 -1.891786815E-04
 6.815395951E-01 1.086125523E-01 1.250074744E+00 -7.540167123E-02 -1.591265900E-04
 6.818680167E-01 1.106125489E-01 1.249999404E+00 -7.125055045E-02 -1.356313587E-04
 6.821964383E-01 1.126125455E-01 1.250255942E+00 -6.774529815E-02 -1.227829489E-04
 6.825248003E-01 1.146125495E-01 1.250752449E+00 -6.415303797E-02 -1.142631008E-04
 6.828532219E-01 1.166125461E-01 1.251266003E+00 -6.126778945E-02 -1.079964713E-04
 6.831816435E-01 1.186125502E-01 1.251625419E+00 -5.857495964E-02 -1.000038101E-04
 6.835100055E-01 1.206125468E-01 1.251910686E+00 -5.614645779E-02 -9.383133147E-05
 6.838384271E-01 1.226125509E-01 1.252184391E+00 -5.421170965E-02 -9.196456813E-05
 6.841668487E-01 1.246125475E-01 1.252166510E+00 -5.338876694E-02 -8.963276923E-05
 6.844952106E-01 1.266125441E-01 1.252107024E+00 -5.196940526E-02 -8.348586562E-05
 6.848236322E-01 1.286125481E-01 1.252179861E+00 -5.017524213E-02 -8.323506336E-05
 6.851519942E-01 1.306125522E-01 1.252390146E+00 -4.831943288E-02 -8.298431203E-05
